Blank1,Description,Extended Description,Blank2,Item Number,Blank3,Standard Price,List Price,Major category,Minor Category,Weight,Available Quantity,Date Established,PO Date,AvG Lead Time,Image ,Drop Ship Status,Active,Product Length ,Product Width,Product Height,Shipping Length ,Shipping Width ,Shipping Height,Item Weight,Item Net Weight,UPC Code,HCPC Code,MAP Price,Country Of Origin,Product Group (item),Plus Freight,Images,Images,Images,Images,Images,Images,Images,Images,Images,Images
,Air Stirrup  Universal,Patented Duplex aircell system to enhance circulation and reduce swelling * Universal semi-rigid shells prevent further injury while allowing normal ambulation * Pre-Inflated aircell and adjustable heel pad for easy fit * Indications: Ankle sprain & chronic ankle instability *,,02E,,33.46,60.83,Orthopedic Care,Ankle Braces & Supports,0.000,2,07/03/2008,12/31/2099,10,02e.jpg,S,Y,0,0,0,0,0,0,0,0,01542100123,,N,,,N,,https://interlink.completemedical.com/usrimage/02e.jpg,,,,,,,,
,Aircast Pediatric Ankle Brace Left  6,Features & Benefits * Anatomically designed semi-rigid shells lined with the patented Duplex(TM) aircell technology for support and graduated compression during ambulation * The compression promotes efficient edema reduction in addition to helping accelerate rehabilitation from ankle sprains *  Anatomically designed for acute ankle injury  post-operative use  chronic instability and ankle sprains grade I  II  and III  * PDAC Assigned Code: L4350,,02JL,,46.95,85.35,Orthopedic Care,Ankle Braces & Supports,0.000,1,11/06/2006,12/31/2099,21,02jl.jpg,N,Y,0,0,0,0,0,0,0,0,01542100125,L4350,,,,N,,https://interlink.completemedical.com/usrimage/02jl.jpg,,,,,,,,
,Aircast Pediatric Ankle Brace Right  6,Features & Benefits * Anatomically designed semi-rigid shells lined with the patented Duplex(TM) aircell technology for support and graduated compression during ambulation * The compression promotes efficient edema reduction in addition to helping accelerate rehabilitation from ankle sprains *  Anatomically designed for acute ankle injury  post-operative use  chronic instability and ankle sprains grade I  II  and III  * PDAC Assigned Code: L4350,,02JR,,46.95,85.35,Orthopedic Care,Ankle Braces & Supports,0.000,1,11/06/2006,12/31/2099,15,02jr.jpg,N,Y,0,0,0,0,0,0,0,0,01542100126,L4350,,,,N,,https://interlink.completemedical.com/usrimage/02jr.jpg,,,,,,,,
,AirSport Ankle Brace Large Left M 11.5-13  W 13-14.5,LEFT * SIZE LARGE * MEN  11.5 -13 *  WOMEN 13-14.5 * Incorporates clinically proven semi-rigid shell and aircells to provide comfort and support * Additional compression and stabilization is provided by anterior talofibular cross strap and intergral forefoot and shin wraps * The unique  step-in  design (toes first inserted into the back of the brace) and automatic heel adjustment make the AirSport extremely fast and easy to put on * Indication: Ankle sprain; Chronic instability; Prophylaxis,,02MLL,,43.22,78.58,Orthopedic Care,Ankle Braces & Supports,0.000,0,09/12/2006,12/31/2099,10,02mxsr.jpg,N,Y,0,0,0,0,0,0,0,0,01542100127,L4350,,,,N,,https://interlink.completemedical.com/usrimage/02mxsr.jpg,,,,,,,,
,AirSport Ankle Brace Large Right M 11.5-13  W 13-14.5,RIGHT * SIZE LARGE * MEN  11.5 -13 *  WOMEN 13-14.5 * Incorporates clinically proven semi-rigid shell and aircells to provide comfort and support * Additional compression and stabilization is provided by anterior talofibular cross strap and intergral forefoot and shin wraps * The unique  step-in  design (toes first inserted into the back of the brace) and automatic heel adjustment make the AirSport extremely fast and easy to put on * Indication: Ankle sprain; Chronic instability; Prophylaxis,,02MLR,,43.22,78.58,Orthopedic Care,Ankle Braces & Supports,0.000,15,09/12/2006,12/31/2099,11,02mxsr.jpg,N,Y,0,0,0,0,0,0,0,0,01542100128,L4350,,,,N,,https://interlink.completemedical.com/usrimage/02mxsr.jpg,,,,,,,,
,AirSport Ankle Brace Medium Left M 7.5-11  W 9-12.5,LEFT * SIZE Medium * MEN  7.5 -11 *  WOMEN 9-12.5 * Incorporates clinically proven semi-rigid shell and aircells to provide comfort and support * Additional compression and stabilization is provided by anterior talofibular cross strap and intergral forefoot and shin wraps * The unique  step-in  design (toes first inserted into the back of the brace) and automatic heel adjustment make the AirSport extremely fast and easy to put on * Indication: Ankle sprain; Chronic instability; Prophylaxis * HCPCS Code L4350,,02MML,,42.37,77.05,Orthopedic Care,Ankle Braces & Supports,0.000,28,09/12/2006,12/31/2099,7,02mxsr.jpg,N,Y,0,0,0,0,0,0,0,0,01542100129,L4350,,,,N,,https://interlink.completemedical.com/usrimage/02mxsr.jpg,,,,,,,,
,AirSport Ankle Brace Medium Right M 7.5-11  W 9-12.5,RIGHT * SIZE Medium * MEN  7.5 -11 *  WOMEN 9-12.5 * Incorporates clinically proven semi-rigid shell and aircells to provide comfort and support * Additional compression and stabilization is provided by anterior talofibular cross strap and intergral forefoot and shin wraps * The unique  step-in  design (toes first inserted into the back of the brace) and automatic heel adjustment make the AirSport extremely fast and easy to put on * Indication: Ankle sprain; Chronic instability; Prophylaxis,,02MMR,,42.37,77.05,Orthopedic Care,Ankle Braces & Supports,0.000,5,09/12/2006,12/31/2099,8,02mxsr.jpg,N,Y,0,0,0,0,0,0,0,0,01542100131,L4350,,,,N,,https://interlink.completemedical.com/usrimage/02mxsr.jpg,,,,,,,,
,AirSport Ankle Brace Small Left M 5.5-7  W 5-8.5,LEFT * SIZE Small * MEN  5.5- 7 *  WOMEN 5-8.5 * Incorporates clinically proven semi-rigid shell and aircells to provide comfort and support * Additional compression and stabilization is provided by anterior talofibular cross strap and intergral forefoot and shin wraps * The unique  step-in  design (toes first inserted into the back of the brace) and automatic heel adjustment make the AirSport extremely fast and easy to put on * Indication: Ankle sprain; Chronic instability; Prophylaxis,,02MSL,,43.22,78.58,Orthopedic Care,Ankle Braces & Supports,0.000,0,09/12/2006,12/31/2099,8,02mxsr.jpg,N,Y,0,0,0,0,0,0,0,0,01542100136,L4350,,,,N,,https://interlink.completemedical.com/usrimage/02mxsr.jpg,,,,,,,,
,AirSport Ankle Brace Small Right M 5.5-7  W 5-8.5,RIGHT * SIZE Small * MEN  5.5- 7 *  WOMEN 5-8.5 * Incorporates clinically proven semi-rigid shell and aircells to provide comfort and support * Additional compression and stabilization is provided by anterior talofibular cross strap and intergral forefoot and shin wraps * The unique  step-in  design (toes first inserted into the back of the brace) and automatic heel adjustment make the AirSport extremely fast and easy to put on * Indication: Ankle sprain; Chronic instability; Prophylaxis,,02MSR,,43.22,78.58,Orthopedic Care,Ankle Braces & Supports,0.000,0,09/12/2006,12/31/2099,9,02mxsr.jpg,N,Y,0,0,0,0,0,0,0,0,01542100137,L4350,,,,N,,https://interlink.completemedical.com/usrimage/02mxsr.jpg,,,,,,,,
,AirSport Ankle Brace X-Large Left M 13.5+  W 15+,LEFT * SIZE X-LARGE * MEN 13.5+ *  WOMEN 15 + * Incorporates clinically proven semi-rigid shell and aircells to provide comfort and support * Additional compression and stabilization is provided by anterior talofibular cross strap and intergral forefoot and shin wraps * The unique  step-in  design (toes first inserted into the back of the brace) and automatic heel adjustment make the AirSport extremely fast and easy to put on * Indication: Ankle sprain; Chronic instability; Prophylaxis,,02MXLL,,43.22,78.58,Orthopedic Care,Ankle Braces & Supports,0.000,0,09/12/2006,12/31/2099,9,02mxsr.jpg,N,Y,0,0,0,0,0,0,0,0,01542100396,L4350,,,,N,,https://interlink.completemedical.com/usrimage/02mxsr.jpg,,,,,,,,
,AirSport Ankle Brace X-Large Right M 13.5+  W 15+,RIGHT * SIZE X-LARGE * MEN 13.5 + *  WOMEN 15 + * Incorporates clinically proven semi-rigid shell and aircells to provide comfort and support * Additional compression and stabilization is provided by anterior talofibular cross strap and intergral forefoot and shin wraps * The unique  step-in  design (toes first inserted into the back of the brace) and automatic heel adjustment make the AirSport extremely fast and easy to put on * Indication: Ankle sprain; Chronic instability; Prophylaxis,,02MXLR,,43.22,78.58,Orthopedic Care,Ankle Braces & Supports,0.000,0,09/12/2006,12/31/2099,8,02mxsr.jpg,N,Y,0,0,0,0,0,0,0,0,01542100397,L4350,,,,N,,https://interlink.completemedical.com/usrimage/02mxsr.jpg,,,,,,,,
,AirSport Ankle Brace X-Small Left M to 5  W to 5,LEFT * SIZE X-Small * MEN Up to 5. WOMEN Up to 5 * Incorporates clinically proven semi-rigid shell and aircells to provide comfort and support * Additional compression and stabilization is provided by anterior talofibular cross strap and intergral forefoot and shin wraps * The unique  step-in  design (toes first inserted into the back of the brace) and automatic heel adjustment make the AirSport extremely fast and easy to put on * Indication: Ankle sprain; Chronic instability; Prophylaxis,,02MXSL,,43.22,78.58,Orthopedic Care,Ankle Braces & Supports,0.000,0,09/12/2006,12/31/2099,13,02mxsr.jpg,N,Y,0,0,0,0,0,0,0,0,01542100398,L4350,,,,N,,https://interlink.completemedical.com/usrimage/02mxsr.jpg,,,,,,,,
,AirSport Ankle Brace X-Small Right M to 5  W to 5,RIGHT * SIZE X-Small * MEN Up to 5. WOMEN Up to 5 * Incorporates clinically proven semi-rigid shell and aircells to provide comfort and support * Additional compression and stabilization is provided by anterior talofibular cross strap and intergral forefoot and shin wraps * The unique  step-in  design (toes first inserted into the back of the brace) and automatic heel adjustment make the AirSport extremely fast and easy to put on * Indication: Ankle sprain; Chronic instability; Prophylaxis,,02MXSR,,43.22,78.58,Orthopedic Care,Ankle Braces & Supports,0.000,0,09/12/2006,12/31/2099,7,02mxsr.jpg,N,Y,0,0,0,0,0,0,0,0,01542100399,L4350,,,,N,,https://interlink.completemedical.com/usrimage/02mxsr.jpg,,,,,,,,
,Aircast Airlift PTTD in Large Left,*  Adjustable arch aircell for individualized support and comfort  * Anatomically designed shells for secure ankle stability * Rear entry design and simple two strap application promote ease of use and compliance *,,02PLL,,53.06,96.47,Orthopedic Care,Ankle Braces & Supports,0.000,4,07/26/2010,01/27/2025,9,02pll.jpg,N,Y,0,0,0,0,0,0,0,0,01542100138,L1902,N,,,Y,,https://interlink.completemedical.com/usrimage/02pll.jpg,,,,,,,,
,Aircast Airlift PTTD in Large Right,*  Adjustable arch aircell for individualized support and comfort  * Anatomically designed shells for secure ankle stability * Rear entry design and simple two strap application promote ease of use and compliance *,,02PLR,,53.06,96.47,Orthopedic Care,Ankle Braces & Supports,0.000,10,05/09/2023,12/31/2099,8,02pll.jpg,N,Y,0,0,0,0,0,0,0,0,01542100138,L1902,N,,,Y,,https://interlink.completemedical.com/usrimage/02pll.jpg,,,,,,,,
,AirLift PTTD Brace Left  Medium,Shoe size: Male 7 - 11  Female 9 - 12.5 * Designed for the treatment of posterior tibial tendon dysfunction (PTTD)  or for early signs and symptoms of adult acquired flat foot *,,02PML,,53.06,96.47,Orthopedic Care,Ankle Braces & Supports,0.000,43,10/23/2009,12/31/2099,7,02PML.jpg,N,Y,0,0,0,0,0,0,0,0,01542100140,L1902,,,,N,,https://interlink.completemedical.com/usrimage/02PML.jpg,,,,,,,,
,AirLift PTTD Brace Right  Medium,Designed for the treatment of posterior tibial tendon dysfunction (PTTD)  or for early signs and symptoms of adult acquired flat foot *,,02PMR,,53.06,96.47,Orthopedic Care,Ankle Braces & Supports,0.000,0,05/09/2023,12/31/2099,6,02PML.jpg,N,Y,0,0,0,0,0,0,0,0,01542100140,L1902,,,,N,,https://interlink.completemedical.com/usrimage/02PML.jpg,,,,,,,,
,AirLift PTTD Brace Left  Small,Shoe size: Male up to 7  Female up to 8.5 * Designed for the treatment of posterior tibial tendon dysfunction (PTTD)  or for early signs and symptoms of adult acquired flat foot *,,02PSL,,53.06,96.47,Orthopedic Care,Ankle Braces & Supports,0.000,0,03/18/2010,12/31/2099,9,02PSL.jpg,N,Y,0,0,0,0,0,0,0,0,01542100148,L1902,,,,N,,https://interlink.completemedical.com/usrimage/02PSL.jpg,,,,,,,,
,AirLift PTTD Brace Right  Small,Shoe size: Male up to 7  Female up to 8.5 * Designed for the treatment of posterior tibial tendon dysfunction (PTTD)  or for early signs and symptoms of adult acquired flat foot *,,02PSR,,53.06,96.47,Orthopedic Care,Ankle Braces & Supports,0.000,0,05/09/2023,12/31/2099,7,02PSL.jpg,N,Y,0,0,0,0,0,0,0,0,01542100148,L1902,,,,N,,https://interlink.completemedical.com/usrimage/02PSL.jpg,,,,,,,,
,A60 Ankle Support Large Left M 12+  W 13.5+,LEFT * SIZE LARGE * MEN 12+ *  WOMEN 13.5+ * Provides prophylactic support  protection  and comfort with simplified application * The design incorporates a stabilizer  molded at a 60 degree angle to help guard against ankle sprains and prevent rollover * 60 degrees stabilizer helps prevent inversion and eversion * Breathable fabric provides cool and dry comfort * Sleek  anatomical design minimizes bulk in shoe  * No-lace  single strap application simplifies adjustment *,,02TLL,,43.11,78.37,Orthopedic Care,Ankle Braces & Supports,0.000,17,09/11/2006,12/31/2099,7,02tsr.jpg,N,Y,0,0,0,0,0,0,0,0,01542100150,L1902,,,,N,,https://interlink.completemedical.com/usrimage/02tsr.jpg,,,,,,,,
,A60 Ankle Support Large Right M 12+  W 13.5+,RIGHT * SIZE LARGE * MEN 12+ *  WOMEN 13.5+ * Provides prophylactic support  protection  and comfort with simplified application * The design incorporates a stabilizer  molded at a 60 degree angle to help guard against ankle sprains and prevent rollover * 60 degrees stabilizer helps prevent inversion and eversion * Breathable fabric provides cool and dry comfort * Sleek  anatomical design minimizes bulk in shoe  * No-lace  single strap application simplifies adjustment *,,02TLR,,43.11,78.37,Orthopedic Care,Ankle Braces & Supports,0.000,2,09/11/2006,12/31/2099,8,02tsr.jpg,N,Y,0,0,0,0,0,0,0,0,01542100151,L1902,,,,N,,https://interlink.completemedical.com/usrimage/02tsr.jpg,,,,,,,,
,A60 Ankle Support Brace Medium Left M 7.5-11.5 W 9-13,LEFT * SIZE MEDIUM * MEN 7.5 -11.5 *  WOMEN 9-13 * Provides prophylactic support  protection  and comfort with simplified application * The design incorporates a stabilizer  molded at a 60 degree angle to help guard against ankle sprains and prevent rollover * 60 degrees stabilizer helps prevent inversion and eversion * Breathable fabric provides cool and dry comfort * Sleek  anatomical design minimizes bulk in shoe  * No-lace  single strap application simplifies adjustment *,,02TML,,43.11,78.37,Orthopedic Care,Ankle Braces & Supports,0.000,11,03/07/2006,12/31/2099,8,02tsr.jpg,N,Y,0,0,0,0,0,0,0,0,01542100152,L1902,,,,N,,https://interlink.completemedical.com/usrimage/02tsr.jpg,,,,,,,,
,A60 Ankle Support Medium Right M 7.5-11.5  W 9-13,LEFT * SIZE MEDIUM * MEN 7.5 -11.5 *  WOMEN 9-13 * Provides prophylactic support  protection  and comfort with simplified application * The design incorporates a stabilizer  molded at a 60 degree angle to help guard against ankle sprains and prevent rollover * 60 degrees stabilizer helps prevent inversion and eversion * Breathable fabric provides cool and dry comfort * Sleek  anatomical design minimizes bulk in shoe  * No-lace  single strap application simplifies adjustment *,,02TMR,,43.11,78.37,Orthopedic Care,Ankle Braces & Supports,0.000,45,09/11/2006,12/31/2099,8,02tsr.jpg,N,Y,0,0,0,0,0,0,0,0,01542100153,L1902,,,,N,,https://interlink.completemedical.com/usrimage/02tsr.jpg,,,,,,,,
,A60 Ankle Support Small Left M 7  W 8.5,LEFT * SIZE SMALL * MEN Less than 7 *  WOMEN Less than 8.5 * Provides prophylactic support  protection  and comfort with simplified application * The design incorporates a stabilizer  molded at a 60 degree angle to help guard against ankle sprains and prevent rollover * 60 degrees stabilizer helps prevent inversion and eversion * Breathable fabric provides cool and dry comfort * Sleek  anatomical design minimizes bulk in shoe  * No-lace  single strap application simplifies adjustment *,,02TSL,,43.11,78.37,Orthopedic Care,Ankle Braces & Supports,0.000,5,09/11/2006,12/31/2099,7,02tsr.jpg,N,Y,0,0,0,0,0,0,0,0,01542100154,L1902,,,,N,,https://interlink.completemedical.com/usrimage/02tsr.jpg,,,,,,,,
,A60 Ankle Support Small Right M 7  W 8.5,RIGHT * SIZE SMALL * MEN Less than 7 *  WOMEN Less than 8.5 * Provides prophylactic support  protection  and comfort with simplified application * The design incorporates a stabilizer  molded at a 60 degree angle to help guard against ankle sprains and prevent rollover * 60 degrees stabilizer helps prevent inversion and eversion * Breathable fabric provides cool and dry comfort * Sleek  anatomical design minimizes bulk in shoe  * No-lace  single strap application simplifies adjustment *,,02TSR,,43.11,78.37,Orthopedic Care,Ankle Braces & Supports,0.000,1,09/11/2006,12/31/2099,10,02tsr.jpg,N,Y,0,0,0,0,0,0,0,0,01542100155,L1902,,,,N,,https://interlink.completemedical.com/usrimage/02tsr.jpg,,,,,,,,
,Aquasonic Clear 5 Liter Sonicpac   Each,CLEAR * 5 Liter Sonicpac© Each * World Standard for Medical Ultrasound Transmission  AQUASONIC 100 is the most widely used gel for diagnostic and therapeutic medical ultrasound * Recommended for all procedures where a viscous gel is required * Acoustically correct for the broad range of frequencies used * Completely aqueous  will not stain clothing or damage transducers * Unique can't be copied formula is hypoallergenic  bacteriostatic  non-sensitizing and non-irritating * No formaldehyde * Not a spermicide * Used and recommended by leading manufacturers of medical ultrasound equipment worldwide *,,03-50,,24.69,44.90,Electrotherapy,"Ultrasound Lotions, Gels, Accs",11.820,3,09/24/2002,12/31/2099,10,03-02.jpg,N,Y,16,16,9,0,0,0,11.82,0,728795136123,,,,,Y,,https://interlink.completemedical.com/usrimage/03-02.jpg,,,,,,,,
,Aquasonic Clear 5 Liter Econopac Cs/4,CLEAR * 5 Liter Econopac© Cs/4 * World Standard for Medical Ultrasound Transmission  AQUASONIC 100 is the most widely used gel for diagnostic and therapeutic medical ultrasound * Recommended for all procedures where a viscous gel is required * Acoustically correct for the broad range of frequencies used * Completely aqueous  will not stain clothing or damage transducers * Unique can't be copied formula is hypoallergenic  bacteriostatic  non-sensitizing and non-irritating * No formaldehyde * Not a spermicide * Used and recommended by leading manufacturers of medical ultrasound equipment worldwide *,,03-54,,93.00,169.07,Electrotherapy,"Ultrasound Lotions, Gels, Accs",48.100,2,09/24/2002,12/31/2099,8,03-54.jpg,N,Y,17,15,8,0,0,0,48.1,0,638632497099,,,,,Y,,https://interlink.completemedical.com/usrimage/03-54.jpg,,,,,,,,
,Table Paper Dispenser 18 -21,* Accommodates paper rolls from 18  (45.72cm) to 21  (53.34cm) wide,,030,,51.19,93.08,Physician Supplies,Table Paper & Accesories,0.000,0,11/07/2006,12/31/2099,8,030.jpg,O,Y,0,0,0,0,0,0,0,0,,,N,,,Y,,https://interlink.completemedical.com/usrimage/030.jpg,,,,,,,,
,Paper Dispenser/Cutter Combo,Paper Dispenser accommodates paper rolls from 18  to 21  wide * Paper Cutter is clear plastic with elastic straps and buckle,,034,,61.42,111.68,Physician Supplies,Table Paper & Accesories,0.000,0,12/02/2011,12/31/2099,7,034.jpg,S,Y,0,0,0,0,0,0,0,0,,,N,,,Y,,https://interlink.completemedical.com/usrimage/034.jpg,,,,,,,,
,Aquaflex Ultrasound Gel Pad 2 X 9 Cm Bx/6,* A 2cm x 9cm Bx/6 * aqueous  flexible  disposable ultrasound standoff for use in difficult to visualize and near field areas  or when gels alone won't do * Disposability eliminates the risk of cross contamination in diagnostic and therapeutic ultrasound procedures * Requires no gel  except in prolonged procedures * Requires only gentle  even pressure * Disposable Cushions sensitive areas * Hypoallergenic  bacteriostatic * Easy to use *,,04-02,,46.68,84.90,Electrotherapy,"Ultrasound Lotions, Gels, Accs",1.880,4,09/24/2002,12/31/2099,8,04-02.jpg,N,Y,9,9,8,0,0,0,1.88,0,881947972342,,,,,Y,,https://interlink.completemedical.com/usrimage/04-02.jpg,,,,,,,,
,21  Extra Height for Mat Table (option for 10025B C D),21  High * Maximum height for a mat platform * This is an option for our mat tables 10025B  10025C and 10025D,,041,,93.23,169.51,Physical Therapy,Mat Platforms,0.000,0,09/12/2012,12/31/2099,7,041.jpg,N,Y,0,0,0,0,0,0,0,0,,,,,,N,,https://interlink.completemedical.com/usrimage/041.jpg,,,,,,,,
,Guardian Forearm Crutches Tall Adult (Pair),* Telescoping parts are manufactured with internal bushings and external lock nuts to provide totally silent usage. * Vinyl-coated  tapered  contoured arm cuffs mold to user for extra comfort. * Heavy-wall  high strength aluminum tubing. * Black components hide signs of wear and scratches. Patient Height Range : 5'10 - 6'6  Weight Capacity: 300 lb,,05160,,108.32,196.92,Mobility Products,Crutches - Forearm,0.000,0,12/20/2005,12/31/2099,10,05160.jpg,S,Y,0,0,0,0,0,0,0,0,888277136918,,N,,,Y,,https://interlink.completemedical.com/usrimage/05160.jpg,,,,,,,,
,Guardian Forearm Crutches Child size (Pair),Accomodates 3'2  - 4'6,,05163,,96.12,174.75,Mobility Products,Crutches - Forearm,4.000,1,03/29/2004,12/31/2099,31,05163.jpg,S,Y,0,0,0,28,8.5,5.5,4,4,N/A,,N/A,,,Y,,https://interlink.completemedical.com/usrimage/05163.jpg,,,,,,,,
,Ceramic IR Heater 250 Watt for 19097A B C Lamps,PATIENT MODEL 250 WATT HEATING ELEMENT * Replacement 250 Watt Ceramic Generator * Features ceramic heaters that change color from coral to gray when energized * Nickel-chromium resistance wire embedded in ceramic casting provides uniform heat transmission  96% thermal efficiency with low  element surface temperature * Inner body of the element is filled with ceramic fiber insulation  which conserves energy  maximizes efficiency and minimizes heat build-up at the terminal area * Heat-up time is 3-9 minutes to reach 90% of maximum temperature * Height adjusts 35  to 58  * 250 Watt Lamp * Recommended for those patients requiring supplementary heat treatments at home * 12  flexible arm  3-conductor cord set  250W ceramic heater and protective screen *,,054,,109.09,198.37,Physician Supplies,Lamps - Heat Therapy / Warming,0.000,0,05/28/2003,12/31/2099,10,19097A.jpg,S,Y,0,0,0,0,0,0,0,0,,,N,,,Y,,https://interlink.completemedical.com/usrimage/19097A.jpg,,,,,,,,
